,Code plate-forme,Code gare,Code UIC,Date fin validité plateforme,Intitulé plateforme,Code postal,Code Commune,Commune,Code département,Département,Longitude,Latitude,Segment DRG,Niveau de service,RG,TVSs,SOPs,Gare,Intitulé gare,Intitulé fronton de gare,Gare DRG,Gare étrangère,DTG,Région SNCF,Unité gare,UT,Nbre plateformes,TVS,WGS 84,Verification TGV
2017,00389-1,389,87741793,,Bourg-Saint-Maurice,73700.0,54.0,Bourg-Saint-Maurice,73.0,Savoie,6.771273,45.619036,b,2.0,GARES B ALPES,"""[{""""TVS_Code"""": """"BSM""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Bourg-Saint-Maurice"""", """"Alias_Libelle_Fronton"""": """"Bourg-Saint-Maurice"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"BOURG ST MAURICE GARE""""}""",Bourg-Saint-Maurice,Bourg-Saint-Maurice,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,BOURG ST MAURICE GARE,1,BSM,"45.619036, 6.771273",wikipedia
2684,00384-1,384,87743005,,Bourg-en-Bresse,1000.0,53.0,Bourg-en-Bresse,1.0,Ain,5.215063,46.200351,b,2.0,GARE BOURG EN BRESSE,"""[{""""TVS_Code"""": """"BGB""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Bourg-en-Bresse"""", """"Alias_Libelle_Fronton"""": """"Bourg-en-Bresse"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"BOURG EN BRESSE GARE""""}""",Bourg-en-Bresse,Bourg-en-Bresse,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,BOURG EN BRESSE GARE,1,BGB,"46.200351, 5.215063",wikipedia
2926,01702-1,1702,87474007,,Brest,29211.0,19.0,Brest,29.0,Finistère,-4.478903,48.38811,a,2.0,GARE BREST,"""[{""""TVS_Code"""": """"BRT""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Brest"""", """"Alias_Libelle_Fronton"""": """"Brest"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"BREST GARE""""}""",Brest,Brest,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,BREST GARE,1,BRT,"48.38811, -4.478903",horaires
1070,02190-1,2190,87342006,,Béthune,62400.0,119.0,Béthune,62.0,Pas-de-Calais,2.64055,50.52144,b,2.0,GARES B NORD PAS DE CALAIS,"""[{""""TVS_Code"""": """"BET""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Béthune"""", """"Alias_Libelle_Fronton"""": """"Béthune"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"BETHUNE GARE""""}""",Béthune,Béthune,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,BETHUNE GARE,1,BET,"50.52144, 2.64055",horaires
1294,00080-1,80,87781005,,Béziers,34500.0,32.0,Béziers,34.0,Hérault,3.218873,43.33633,a,2.0,GARE BEZIERS,"""[{""""TVS_Code"""": """"BZS""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Béziers"""", """"Alias_Libelle_Fronton"""": """"Béziers"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION LANGUEDOC-ROUSSILLON"""", """"UG_Libelle"""": """"UG Est Occitanie"""", """"UT_Libelle"""": """"BEZIERS GARE""""}""",Béziers,Béziers,True,False,DRG Occitanie Sud,REGION LANGUEDOC-ROUSSILLON,UG Est Occitanie,BEZIERS GARE,1,BZS,"43.33633, 3.218873",horaires
1748,02223-1,2223,87317263,,Calais,62100.0,193.0,Calais,62.0,Pas-de-Calais,1.850819,50.953481,b,2.0,GARES B NORD PAS DE CALAIS,"""[{""""TVS_Code"""": """"CSV""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Calais"""", """"Alias_Libelle_Fronton"""": """"Calais Ville"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"CALAIS VILLE GARE""""}""",Calais,Calais Ville,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,CALAIS VILLE GARE,1,CSV,"50.953481, 1.850819",wikipedia
3056,02443-1,2443,87281071,,Calais - Fréthun,62185.0,360.0,Fréthun,62.0,Pas-de-Calais,1.810891,50.901221,b,2.0,GARE CALAIS FRETHUN,"""[{""""TVS_Code"""": """"FHS""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Calais - Fréthun"""", """"Alias_Libelle_Fronton"""": """"Calais - Fréthun"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"CALAIS FRETHUN GARE TGVN""""}""",Calais - Fréthun,Calais - Fréthun,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,CALAIS FRETHUN GARE TGVN,1,FHS,"50.901221, 1.810891",horaires
1323,00192-1,192,87757625,,Cannes,6400.0,29.0,Cannes,6.0,Alpes-Maritimes,7.019682,43.553839,a,2.0,GARE CANNES,"""[{""""TVS_Code"""": """"CAN""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Cannes"""", """"Alias_Libelle_Fronton"""": """"Cannes"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Côte d'Azur"""", """"UT_Libelle"""": """"CANNES GARE""""}""",Cannes,Cannes,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Côte d'Azur,CANNES GARE,1,CAN,"43.553839, 7.019682",horaires
814,00960-1,960,87615286,,Carcassonne,11000.0,69.0,Carcassonne,11.0,Aude,2.351824,43.218029,a,2.0,GARE CARCASSONNE,"""[{""""TVS_Code"""": """"CNE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Carcassonne"""", """"Alias_Libelle_Fronton"""": """"Carcassonne"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION LANGUEDOC-ROUSSILLON"""", """"UG_Libelle"""": """"UG Est Occitanie"""", """"UT_Libelle"""": """"CARCASSONNE GARE""""}""",Carcassonne,Carcassonne,True,False,DRG Occitanie Sud,REGION LANGUEDOC-ROUSSILLON,UG Est Occitanie,CARCASSONNE GARE,1,CNE,"43.218029, 2.351824",horaires
2703,00507-1,507,87725002,,Chalon-sur-Saône,71100.0,76.0,Chalon-sur-Saône,71.0,Saône-et-Loire,4.843454,46.781612,b,2.0,GARES B BOURGOGNE,"""[{""""TVS_Code"""": """"CSS""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Chalon-sur-Saône"""", """"Alias_Libelle_Fronton"""": """"Chalon-sur-Saône"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION BOURGOGNE FRANCHE-COMTE"""", """"UG_Libelle"""": """"UG Bourgogne"""", """"UT_Libelle"""": """"CHALON SUR SAONE P GARE""""}""",Chalon-sur-Saône,Chalon-sur-Saône,True,False,DRG AURA-BFC,REGION BOURGOGNE FRANCHE-COMTE,UG Bourgogne,CHALON SUR SAONE P GARE,1,CSS,"46.781612, 4.843454",horaires
706,00416-1,416,87741009,,Chambéry - Challes-les-Eaux,73010.0,65.0,Chambéry,73.0,Savoie,5.919547,45.571302,a,2.0,GARE CHAMBERY CHALLES LES EAUX,"""[{""""TVS_Code"""": """"CRL""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Chambéry - Challes-les-Eaux"""", """"Alias_Libelle_Fronton"""": """"Chambéry - Challes-les-Eaux"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"CHAMBERY CHALLES LES EAUX GARE""""}""",Chambéry - Challes-les-Eaux,Chambéry - Challes-les-Eaux,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,CHAMBERY CHALLES LES EAUX GARE,1,CRL,"45.571302, 5.919547",horaires
1205,02876-1,2876,87171926,,Champagne-Ardenne TGV,51430.0,58.0,Bezannes,51.0,Marne,3.994632,49.214806,a,2.0,GARE CHAMPAGNE ARDENNE TGV,"""[{""""TVS_Code"""": """"CGV""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Champagne-Ardenne TGV"""", """"Alias_Libelle_Fronton"""": """"Champagne-Ardenne TGV"""", """"AgenceGC_Libelle"""": """"DRG Grand Est"""", """"RegionSNCF_Libelle"""": """"REGION LORRAINE"""", """"UG_Libelle"""": """"UG Champagne"""", """"UT_Libelle"""": """"BEZANNES GARE CHAMPAGNE ARDENNE TGVEE""""}""",Champagne-Ardenne TGV,Champagne-Ardenne TGV,True,False,DRG Grand Est,REGION LORRAINE,UG Champagne,BEZANNES GARE CHAMPAGNE ARDENNE TGVEE,1,CGV,"49.214806, 3.994632",intitulé plateforme
1874,02875-1,2875,87172007,,Charleville-Mézières,8000.0,105.0,Charleville-Mézières,8.0,Ardennes,4.724952,49.767915,b,2.0,GARES B CHAMPAGNE ARDENNE,"""[{""""TVS_Code"""": """"CMZ""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Charleville-Mézières"""", """"Alias_Libelle_Fronton"""": """"Charleville-Mézières"""", """"AgenceGC_Libelle"""": """"DRG Grand Est"""", """"RegionSNCF_Libelle"""": """"REGION CHAMPAGNE-ARDENNE"""", """"UG_Libelle"""": """"UG Champagne"""", """"UT_Libelle"""": """"CHARLEVILLE MEZIERES GARE""""}""",Charleville-Mézières,Charleville-Mézières,True,False,DRG Grand Est,REGION CHAMPAGNE-ARDENNE,UG Champagne,CHARLEVILLE MEZIERES GARE,1,CMZ,"49.767915, 4.724952",wikipedia
1865,02848-1,2848,87174003,,Châlons-en-Champagne,51000.0,108.0,Châlons-en-Champagne,51.0,Marne,4.348656,48.955252,b,2.0,GARES B CHAMPAGNE ARDENNE,"""[{""""TVS_Code"""": """"CMP""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Châlons-en-Champagne"""", """"Alias_Libelle_Fronton"""": """"Châlons-en-Champagne"""", """"AgenceGC_Libelle"""": """"DRG Grand Est"""", """"RegionSNCF_Libelle"""": """"REGION CHAMPAGNE-ARDENNE"""", """"UG_Libelle"""": """"UG Champagne"""", """"UT_Libelle"""": """"CHALONS EN CHAMPAGNE GARE""""}""",Châlons-en-Champagne,Châlons-en-Champagne,True,False,DRG Grand Est,REGION CHAMPAGNE-ARDENNE,UG Champagne,CHALONS EN CHAMPAGNE GARE,1,CMP,"48.955252, 4.348656",horaires
2233,01358-1,1358,87575142,,Châtellerault,86100.0,66.0,Châtellerault,86.0,Vienne,0.549279,46.818594,b,2.0,GARES B POITOU CHARENTES,"""[{""""TVS_Code"""": """"CRT""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Châtellerault"""", """"Alias_Libelle_Fronton"""": """"Châtellerault"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Poitou-Charentes"""", """"UT_Libelle"""": """"CHATELLERAULT GARE""""}""",Châtellerault,Châtellerault,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Poitou-Charentes,CHATELLERAULT GARE,1,CRT,"46.818594, 0.549279",horaires
695,00346-1,346,87746370,,Cluses,74300.0,81.0,Cluses,74.0,Haute-Savoie,6.582663,46.061447,b,1.0,GARES B ALPES,"""[{""""TVS_Code"""": """"CLU""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Cluses"""", """"Alias_Libelle_Fronton"""": """"Cluses"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"CLUSES (HAUTE SAVOIE) GARE""""}""",Cluses,Cluses,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,CLUSES (HAUTE SAVOIE) GARE,1,CLU,"46.061447, 6.582663",wikipedia
2519,02810-1,2810,87182014,,Colmar,68000.0,66.0,Colmar,68.0,Haut-Rhin,7.346967,48.073201,b,2.0,GARE COLMAR,"""[{""""TVS_Code"""": """"CMR""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Colmar"""", """"Alias_Libelle_Fronton"""": """"Colmar"""", """"AgenceGC_Libelle"""": """"DRG Grand Est"""", """"RegionSNCF_Libelle"""": """"REGION ALSACE"""", """"UG_Libelle"""": """"UG Alsace"""", """"UT_Libelle"""": """"COLMAR GARE""""}""",Colmar,Colmar,True,False,DRG Grand Est,REGION ALSACE,UG Alsace,COLMAR GARE,1,CMR,"48.073201, 7.346967",horaires
2428,02393-1,2393,87286716,,Croix - Wasquehal,59170.0,646.0,Wasquehal,59.0,Nord,3.1380315,50.6785574,c,1.0,GARES C NORD PAS DE CALAIS,"""[{""""TVS_Code"""": """"CRW""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Croix - Wasquehal"""", """"Alias_Libelle_Fronton"""": """"Croix - Wasquehal"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"CROIX WASQUEHAL P GARE""""}""",Croix - Wasquehal,Croix - Wasquehal,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,CROIX WASQUEHAL P GARE,1,CRW,"50.6785574, 3.1380315",horaires
1460,00867-1,867,87673202,,Dax,40100.0,88.0,Dax,40.0,Landes,-1.050301,43.720472,a,2.0,GARE DAX,"""[{""""TVS_Code"""": """"DAX""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Dax"""", """"Alias_Libelle_Fronton"""": """"Dax"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"DAX P GARE""""}""",Dax,Dax,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,DAX P GARE,1,DAX,"43.720472, -1.050301",horaires
2737,00676-1,676,87713040,,Dijon,21000.0,231.0,Dijon,21.0,Côte-d'Or,5.027208,47.32337,a,3.0,GARE DIJON VILLE,"""[{""""TVS_Code"""": """"DJV""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Dijon"""", """"Alias_Libelle_Fronton"""": """"Dijon"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION BOURGOGNE FRANCHE-COMTE"""", """"UG_Libelle"""": """"UG Bourgogne"""", """"UT_Libelle"""": """"DIJON VILLE GARE""""}""",Dijon,Dijon,True,False,DRG AURA-BFC,REGION BOURGOGNE FRANCHE-COMTE,UG Bourgogne,DIJON VILLE GARE,1,DJV,"47.32337, 5.027208",horaires
2288,01654-1,1654,87478073,,Dol-de-Bretagne,35120.0,95.0,Dol-de-Bretagne,35.0,Ille-et-Vilaine,-1.750536,48.54425,b,2.0,GARES B BRETAGNE,"""[{""""TVS_Code"""": """"DOL""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Dol-de-Bretagne"""", """"Alias_Libelle_Fronton"""": """"Dol-de-Bretagne"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"DOL GARE""""}""",Dol-de-Bretagne,Dol-de-Bretagne,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,DOL GARE,1,DOL,"48.54425, -1.750536",wikipedia
124,00663-1,663,87713412,,Dole,39100.0,198.0,Dole,39.0,Jura,5.488105,47.096084,b,2.0,GARES B FRANCHE COMTE,"""[{""""TVS_Code"""": """"DLE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Dole"""", """"Alias_Libelle_Fronton"""": """"Dole"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION BOURGOGNE FRANCHE-COMTE"""", """"UG_Libelle"""": """"UG Franche-Comté"""", """"UT_Libelle"""": """"DOLE VILLE GARE""""}""",Dole,Dole,True,False,DRG AURA-BFC,REGION BOURGOGNE FRANCHE-COMTE,UG Franche-Comté,DOLE VILLE GARE,1,DLE,"47.096084, 5.488105",horaires
1728,02143-1,2143,87345009,,Douai,59500.0,178.0,Douai,59.0,Nord,3.089986,50.371677,b,2.0,GARE DOUAI,"""[{""""TVS_Code"""": """"DOI""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Douai"""", """"Alias_Libelle_Fronton"""": """"Douai"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"DOUAI GARE""""}""",Douai,Douai,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,DOUAI GARE,1,DOI,"50.371677, 3.089986",horaires
2439,02445-1,2445,87281006,,Dunkerque,59140.0,183.0,Dunkerque,59.0,Nord,2.368961,51.03047,b,2.0,GARE DUNKERQUE,"""[{""""TVS_Code"""": """"DKQ""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Dunkerque"""", """"Alias_Libelle_Fronton"""": """"Dunkerque"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"DUNKERQUE GARE""""}""",Dunkerque,Dunkerque,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,DUNKERQUE GARE,1,DKQ,"51.03047, 2.368961",horaires
2495,02699-1,2699,87193003,,Forbach,57600.0,227.0,Forbach,57.0,Moselle,6.9013184,49.1892278,b,2.0,GARES B LORRAINE,"""[{""""TVS_Code"""": """"FOB""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Forbach"""", """"Alias_Libelle_Fronton"""": """"Forbach"""", """"AgenceGC_Libelle"""": """"DRG Grand Est"""", """"RegionSNCF_Libelle"""": """"REGION LORRAINE"""", """"UG_Libelle"""": """"UG Lorraine"""", """"UT_Libelle"""": """"FORBACH P GARE""""}""",Forbach,Forbach,True,False,DRG Grand Est,REGION LORRAINE,UG Lorraine,FORBACH P GARE,1,FOB,"49.1892278, 6.9013184",wikipedia
118,00639-1,639,87715136,,Frasne,25560.0,259.0,Frasne,25.0,Doubs,6.157767,46.857596,b,1.0,GARES B FRANCHE COMTE,"""[{""""TVS_Code"""": """"FRA""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Frasne"""", """"Alias_Libelle_Fronton"""": """"Frasne"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION BOURGOGNE FRANCHE-COMTE"""", """"UG_Libelle"""": """"UG Franche-Comté"""", """"UT_Libelle"""": """"FRASNE GARE""""}""",Frasne,Frasne,True,False,DRG AURA-BFC,REGION BOURGOGNE FRANCHE-COMTE,UG Franche-Comté,FRASNE GARE,1,FRA,"46.857596, 6.157767",wikipedia
2392,02203-1,2203,87324095,,Futuroscope,86360.0,62.0,Chasseneuil-du-Poitou,86.0,Vienne,0.377209,46.669918,c,2.0,GARES B POITOU CHARENTES,"""[{""""TVS_Code"""": """"FTU""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Futuroscope"""", """"Alias_Libelle_Fronton"""": """"Futuroscope"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Poitou-Charentes"""", """"UT_Libelle"""": """"FUTUROSCOPE STATION TGV""""}""",Futuroscope,Futuroscope,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Poitou-Charentes,FUTUROSCOPE STATION TGV,1,FTU,"46.669918, 0.377209",horaires
2004,00324-1,324,87747006,,Grenoble,38000.0,185.0,Grenoble,38.0,Isère,5.714584,45.191493,a,3.0,GARE GRENOBLE,"""[{""""TVS_Code"""": """"GRE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Grenoble"""", """"Alias_Libelle_Fronton"""": """"Grenoble"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"GRENOBLE GARE""""}""",Grenoble,Grenoble,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,GRENOBLE GARE,1,GRE,"45.191493, 5.714584",horaires
1625,01723-1,1723,87473207,,Guingamp,22200.0,70.0,Guingamp,22.0,Côtes-d'Armor,-3.143343,48.555659,b,2.0,GARES B BRETAGNE,"""[{""""TVS_Code"""": """"GGP""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Guingamp"""", """"Alias_Libelle_Fronton"""": """"Guingamp"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"GUINGAMP P GARE""""}""",Guingamp,Guingamp,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,GUINGAMP P GARE,1,GGP,"48.555659, -3.143343",horaires
2403,02259-1,2259,87313882,,Haute Picardie TGV,80200.0,2.0,Ablaincourt-Pressoir,80.0,Somme,2.8319,49.859182,a,2.0,GARE TGV HAUTE PICARDIE,"""[{""""TVS_Code"""": """"HPI""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Haute Picardie TGV"""", """"Alias_Libelle_Fronton"""": """"Haute Picardie TGV"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Picardie"""", """"UT_Libelle"""": """"HAUTE PICARDIE P GARE TGVN""""}""",Haute Picardie TGV,Haute Picardie TGV,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Picardie,HAUTE PICARDIE P GARE TGVN,1,HPI,"49.859182, 2.8319",intitulé plateforme
2432,02409-1,2409,87286302,,Hazebrouck,59190.0,295.0,Hazebrouck,59.0,Nord,2.54129,50.72501,b,2.0,GARES B NORD PAS DE CALAIS,"""[{""""TVS_Code"""": """"HZK""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Hazebrouck"""", """"Alias_Libelle_Fronton"""": """"Hazebrouck"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"HAZEBROUCK GARE""""}""",Hazebrouck,Hazebrouck,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,HAZEBROUCK GARE,1,HZK,"50.72501, 2.54129",horaires
791,00848-1,848,87677005,,Hendaye,64700.0,260.0,Hendaye,64.0,Pyrénées-Atlantiques,-1.781724,43.353132,b,2.0,GARES B AQUITAINE,"""[{""""TVS_Code"""": """"HED""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Hendaye"""", """"Alias_Libelle_Fronton"""": """"Hendaye"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"HENDAYE GARE""""}""",Hendaye,Hendaye,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,HENDAYE GARE,1,HED,"43.353132, -1.781724",wikipedia
